study_id,es_id,ex_id,con_id,out_id,shared_control,data_status,id_notes,outcome_id_notes,title,doi,publish_in,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,higher_better,effect_direction_label,higher_better_notes,c_mean,c_sd,c_n,c_se_reported,c_se_analysis,c_se_derivation,c_se_source,c_median,c_q1,c_q3,ex_mean,ex_sd,ex_n,ex_se_reported,ex_se_analysis,ex_se_derivation,ex_se_source,ex_median,ex_q1,ex_q3,stat_comment,general_comment
abramova_2021_front,es085,ex019,con015,out047,Yes,Corrected transcription,"One control female, one male and one experimental female and one male",,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""normal conditions without ultrasound""",male,20,,none,,Axiety,Open Field Test (OFT),,Total grooming time,Time,s,Light phase,Author raw data,included_studies/abramova_2021_front/abramova_2021_front.xlsx,C_m_gtt,PS_m_gtt,C_PS_m_gtt,No,Positive,,34.048,25.085267,25,,5.017053,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,24.2061,17.297,18,,4.076942,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,Extracted all from raw data,
abramova_2021_front,es086,ex018,con014,out048,Yes,Corrected transcription,"One control female, one male and one experimental female and one male",,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""normal conditions without ultrasound""",female,20,,none,,Axiety,Open Field Test (OFT),,Total freezing time,Time,s,Light phase,Author raw data,included_studies/abramova_2021_front/abramova_2021_front.xlsx,C_f_frtt,PS_f_fr,C_PS_f_fr,No,Positive,,39.256957,41.727392,23,,8.700763,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,62.3595,53.8477,19,,12.35351,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,Extracted all from raw data,
abramova_2021_front,es087,ex019,con015,out048,Yes,Corrected transcription,"One control female, one male and one experimental female and one male",,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""normal conditions without ultrasound""",male,20,,none,,Axiety,Open Field Test (OFT),,Total freezing time,Time,s,Light phase,Author raw data,included_studies/abramova_2021_front/abramova_2021_front.xlsx,C_m_ftt,PS_m_fr,C_PS_m_fr,No,Positive,,36.678,36.638022,25,,7.327604,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,79.8783,55.483,18,,13.077469,"SD / sqrt(n), using the same-sex subgroup in author raw data","included_studies/abramova_2021_front/abramova_2021_front.xlsx, Лист1, handling=No handling",,,,Extracted all from raw data,
badache_2017_stress,es088,ex020,con016,out049,Yes,Verified – no change,One treatmentent group and one control,,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,Unclear,No information,male,45,,none,,Anxiety,Open Field Test (OFT),,Time in corners,Time,s,Light phase,Figure 5a,badache_2017_stress_5a,Cn_cor,Ns_cor,Cn_Ns_cor,No,Positive,,216.89,47.03,16,11.76,11.76,Reported SEM; used unchanged for analysis,badache_2017_stress_5a; Figure 5a,,,,253.78,51.89,16,12.97,12.97,Reported SEM; used unchanged for analysis,badache_2017_stress_5a; Figure 5a,,,,,
badache_2017_stress,es089,ex020,con016,out050,Yes,Verified – no change,One treatmentent group and one control,,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,Unclear,No information,male,45,,none,,Anxiety,Open Field Test (OFT),,Sections crossed,Count,Count,Light phase,Figure 5b,badache_2017_stress_5b,Cn_sq,Ns_sq,Cn_Ns_sq,Yes,Negative,,70.44,16.15,16,4.04,4.04,Reported SEM; used unchanged for analysis,badache_2017_stress_5b; Figure 5b,,,,45.26,8.92,16,2.23,2.23,Reported SEM; used unchanged for analysis,badache_2017_stress_5b; Figure 5b,,,,,
badache_2017_stress,es090,ex020,con016,out051,Yes,Verified – no change,One treatmentent group and one control,,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,Unclear,No information,male,45,,none,,Anxiety,Open Field Test (OFT),,Time in central square,Time,s,Light phase,Figure 5c,badache_2017_stress_5c,Cn_cen,Ns_cen,Cn_Ns_cen,Yes,Negative,,4.13,0.93,16,0.23,0.23,Reported SEM; used unchanged for analysis,badache_2017_stress_5c; Figure 5c,,,,0.18,0.26,16,0.07,0.07,Reported SEM; used unchanged for analysis,badache_2017_stress_5c; Figure 5c,,,,,
badache_2017_stress,es091,ex020,con016,out052,Yes,Verified – no change,One treatmentent group and one control,,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,Unclear,No information,male,45,,none,,Anxiety,Open Field Test (OFT),,Rearing time,Time,s,Light phase,Figure 5d,badache_2017_stress_5d,Cn_re,Ns_re,Cn_Ns_re,Yes,Negative,,22,5.03,16,1.26,1.26,Reported SEM; used unchanged for analysis,badache_2017_stress_5d; Figure 5d,,,,8.54,1.93,16,0.48,0.48,Reported SEM; used unchanged for analysis,badache_2017_stress_5d; Figure 5d,,,,,
badache_2017_stress,es092,ex020,con016,out053,Yes,Verified – no change,One treatmentent group and one control,,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,Unclear,No information,male,46,,none,,Anxiety,Elevated Plus Maze (EPM),,Time in open arms (OAT),Time,s,Light phase,Figure 6a,badache_2017_stress_6a,Cn_oat,Ns_oat,Cn_Ns_oat,Yes,Negative,,135.51,31.84,16,7.96,7.96,Reported SEM; used unchanged for analysis,badache_2017_stress_6a; Figure 6a,,,,67.96,14.69,16,3.67,3.67,Reported SEM; used unchanged for analysis,badache_2017_stress_6a; Figure 6a,,,,,
badache_2017_stress,es093,ex020,con016,out054,Yes,Verified – no change,One treatmentent group and one control,,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,Unclear,No information,male,46,,Cross-Fostered,,Anxiety,Elevated Plus Maze (EPM),,Rearing time,Time,s,Light phase,Figure 6b,badache_2017_stress_6b,Cn_rt,Ns_rt,Cn_Ns_rt,Yes,Negative,,18.12,4.52,16,1.13,1.13,Reported SEM; used unchanged for analysis,badache_2017_stress_6b; Figure 6b,,,,7.77,2.05,16,0.51,0.51,Reported SEM; used unchanged for analysis,badache_2017_stress_6b; Figure 6b,,,,,
whitlow_1978_thesis,es094,ex021,con017,out055,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,"No noise, moved into experimental sound cage",mixed,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_1_sq,HN_1_sq,HNoN_HN_1_sq,Yes,Negative,,65.63,8.1012,20,,1.811483,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,71.2285,8.4397,20,,1.887174,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
whitlow_1978_thesis,es095,ex022,con017,out055,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,"No noise, moved into experimental sound cage",mixed,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_1_sq,HLN_1_sq,HNoN_HLN_1_sq,Yes,Negative,,65.63,8.1012,20,,1.811483,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,60.8719,7.802,20,,1.74458,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
whitlow_1978_thesis,es096,ex021,con017,out055,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,"No noise, moved into experimental sound cage",mixed,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_2_sq,HN_2_sq,HNoN_HN_2_sq,Yes,Negative,,39.74,6.304,20,,1.409617,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,42.8005,6.5422,20,,1.46288,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
whitlow_1978_thesis,es097,ex022,con017,out055,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,"No noise, moved into experimental sound cage",mixed,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_2_sq,HLN_2_sq,HNoN_HLN_2_sq,Yes,Negative,,39.74,6.304,20,,1.409617,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,36.8824,6.0731,20,,1.357986,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
whitlow_1978_thesis,es098,ex021,con017,out055,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,"No noise, moved into experimental sound cage",mixed,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_3_sq,HN_3_sq,HNoN_HN_3_sq,Yes,Negative,,17.33,4.1629,20,,0.930853,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,26.7371,5.1708,20,,1.156226,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
whitlow_1978_thesis,es099,ex022,con017,out055,Yes,Corrected derived value,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",,THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,"No noise, moved into experimental sound cage",mixed,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_3_sq,HLN_3_sq,HNoN_HLN_3_sq,Yes,Negative,,17.33,4.1629,20,,0.930853,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,15.7464,3.9682,20,,0.887316,Accepted analysis assumption: SD = sqrt(mean); SE = SD / sqrt(n),included_studies/whitlow_1978_thesis.pdf; figure error bars are not defined; assumption approved by reviewer,,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment"
